ZIP,SOLDPRICE,SQFT,LOTSIZE,BEDS,BATHS,AGE,DOM
1852,152000.0,1236,23.0,3,2.0,45,110
2115,799000.0,1224,,2,2.0,44,48
1749,170000.0,980,4356.0,2,1.5,45,85
2127,650000.0,360,,1,1.0,34,64
2127,715000.0,310,,1,1.0,68,65
1890,375000.0,832,,2,1.5,33,62
1950,637500.0,1600,0.0,2,2.0,4,137
2110,1665000.0,1600,0.0,2,2.0,4,219
1913,235000.0,1034,0.0,2,2.0,35,423
1520,194900.0,1913,0.0,3,2.0,34,358
2359,264000.0,1520,,2,2.5,33,77
1603,109900.0,1980,,2,2.5,16,23
2145,466000.0,1988,,2,2.0,17,40
1886,165000.0,1678,,2,2.0,35,56
2127,1100000.0,675,30927.0,2,1.0,70,109
6082,195000.0,1189,0.0,2,2.0,46,89
2062,275000.0,283,3180.0,1,1.0,218,134
1970,300000.0,1203,8276.0,2,1.5,33,134
1902,217500.0,396,,1,1.0,68,10
1463,269000.0,386,,2,1.0,11,145
2141,625000.0,1570,871200.0,2,2.0,40,406
1453,145000.0,1168,,2,1.5,47,175
1845,593500.0,1408,0.0,3,2.5,7,246
1906,252000.0,1275,,2,2.0,26,15
1832,186000.0,1398,,3,1.5,12,83
2459,1000000.0,1096,,2,1.5,30,28
2145,370000.0,1660,,3,2.5,2,64
2118,1250000.0,1440,,3,1.0,118,61
2474,205000.0,986,10500.0,2,1.5,33,22
2364,196450.0,1660,,3,2.5,2,25
2138,550000.0,1091,,2,1.5,44,2
2140,852500.0,856,,2,1.0,31,73
2145,535000.0,1587,,2,2.0,31,76
1830,91800.0,1392,0.0,3,1.5,28,57
2478,481000.0,868,,1,1.0,118,27
1845,132500.0,635,,1,1.0,117,36
1757,310500.0,735,,1,1.0,31,472
1860,329900.0,750,,2,1.0,30,228
2149,195000.0,722,,2,1.0,50,131
2125,506000.0,729,,2,1.0,48,36
1886,173800.0,1280,,2,1.5,31,28
1718,210000.0,1744,,3,3.0,13,74
2639,170000.0,1152,,2,1.5,30,138
1760,265000.0,1015,,2,1.5,12,51
2138,729000.0,1332,,2,1.5,30,22
2169,200000.0,724,,2,1.0,31,6
1970,217000.0,897,,2,1.0,46,133
2116,3200000.0,720,,2,1.0,31,27
2472,361000.0,952,,2,1.0,54,58
2190,165000.0,783,,2,1.0,146,16
2093,249900.0,980,,3,1.0,37,50
2176,285000.0,1042,,2,2.0,11,49
1451,426300.0,745,,2,1.0,30,14
1569,180000.0,785,,2,1.0,45,36
2150,299500.0,1094,,2,1.0,13,115
2702,184000.0,1609,,2,1.5,33,231
2673,202000.0,642,,2,1.0,46,191
2675,349000.0,682,,1,1.0,33,118
2130,640000.0,1281,0.0,2,1.5,35,76
3051,175000.0,1481,,3,1.5,11,38
2474,692500.0,1687,30000.0,3,2.5,3,420
2038,549135.0,1600,,3,2.5,3,352
2131,415000.0,1600,,3,2.5,3,120
2119,722000.0,921,,2,1.5,58,39
1520,148000.0,2200,,2,2.0,29,39
2339,569417.0,2000,,2,2.5,31,29
1824,228000.0,1397,,2,1.5,34,53
1749,161000.0,1676,,2,2.0,32,24
2141,647000.0,1700,0.0,3,1.5,32,24
2129,542500.0,2100,,3,2.5,3,343
1913,229000.0,2870,,3,2.5,2,90
2474,800000.0,2870,,3,2.5,2,3
1864,165000.0,1850,566280.0,3,2.5,5,251
1852,209000.0,1850,,3,2.5,3,65
2446,1005000.0,2100,,2,1.5,32,141
1545,447500.0,920,999999.0,2,1.0,31,34
1752,348545.0,1544,,2,1.5,31,119
2368,253000.0,793,,1,1.0,29,127
2459,1630000.0,836,0.0,1,1.0,29,79
2478,610000.0,1370,,3,1.5,31,5
2122,595000.0,2025,,3,1.5,29,54
2145,529900.0,1047,1047.0,2,1.0,33,21
1950,334000.0,1430,,2,1.5,12,155
2332,675000.0,1486,,2,2.0,29,97
2129,480000.0,1000,,2,1.5,30,196
2129,560000.0,986,,2,1.0,118,25
2360,195000.0,641,,1,1.0,118,36
1581,147000.0,1476,0.0,2,1.5,19,52
2760,139900.0,1333,,2,1.5,18,83
2126,339000.0,3696,304920.0,3,4.5,36,85
1524,94000.0,770,,2,1.0,118,73
1915,393900.0,1674,,2,2.5,29,34
2109,859000.0,1260,,2,1.5,16,35
2452,660000.0,1344,,3,2.0,11,521
2360,384000.0,1517,,2,1.5,34,18
1702,107500.0,1874,0.0,3,2.5,30,4
2108,1300000.0,1138,0.0,2,1.5,34,16
1902,220500.0,1702,,2,2.5,5,47
1852,118000.0,1256,0.0,2,1.5,32,25
2139,675000.0,1211,0.0,2,2.0,12,13
1701,460000.0,732,,1,1.0,42,32
2116,1580000.0,1303,,2,2.0,33,128
2127,524900.0,1198,,2,2.0,36,75
2809,295000.0,1130,,2,2.0,26,27
1970,410000.0,1420,,2,2.0,6,51
1588,206500.0,887,,1,1.0,14,46
2129,458000.0,1476,,2,1.5,30,232
33909,165000.0,2016,0.0,2,2.0,12,38
1876,212500.0,725,,1,1.0,37,66
2721,175000.0,1500,,2,1.5,32,26
1860,361100.0,1929,,2,2.5,32,92
3060,115000.0,1230,,2,1.5,30,25
2638,425000.0,1667,,2,2.0,2,0
2132,247000.0,360,,1,1.0,12,78
2767,210000.0,2015,22640.0,3,2.5,13,66
1453,140000.0,290,,0,1.0,60,85
1863,124000.0,1121,,2,1.5,29,36
1752,329000.0,2240,,4,3.0,32,286
2118,970000.0,2084,0.0,3,2.5,12,151
2132,422000.0,1764,,2,2.5,28,135
2135,270000.0,1436,,2,3.0,33,120
1854,126900.0,1292,,2,1.5,34,203
2472,337000.0,1314,,2,2.0,30,271
1844,515000.0,1960,,2,3.0,12,19
2191,231000.0,800,,1,1.0,44,44
2130,614750.0,2000,,3,3.5,3,795
2128,479900.0,3657,,3,3.5,4,819
1440,55000.0,1639,,5,3.5,118,803
2445,699900.0,3172,,3,4.5,2,127
2131,367500.0,1423,,2,2.5,2,62
2189,279000.0,1589,,2,2.5,2,170
1532,370000.0,878,,1,1.5,2,78
2127,575000.0,2220,,2,1.5,3,533
2571,185000.0,741,,1,1.0,114,526
2171,335000.0,1589,,2,2.5,2,3
2115,1520000.0,1362,,2,2.5,2,1
1752,264900.0,821,,1,1.0,2,6
2150,195000.0,1779,,2,2.5,2,6
1757,348900.0,1779,,2,2.5,2,6
1832,184900.0,2222,,3,3.5,2,6
2150,271000.0,1426,0.0,2,2.0,53,492
1876,230500.0,2054,2178000.0,2,2.5,2,1
2445,392000.0,2310,,2,2.5,2,414
1730,409000.0,658,294901.0,2,1.0,68,297
1826,143000.0,2235,,3,2.5,20,479
2128,268000.0,1550,94571.0,2,2.0,3,341
2151,300000.0,1550,94571.0,2,2.0,3,328
1970,315000.0,1550,65340.0,2,2.0,3,272
2052,164900.0,1550,94571.0,2,2.0,3,328
2459,955000.0,1550,94571.0,2,2.0,3,396
1760,245000.0,1400,,2,2.0,3,0
2139,650000.0,519,,0,1.0,105,187
2472,675500.0,1789,,2,2.5,2,157
2127,650000.0,1753,1753.0,2,2.5,113,367
2169,247000.0,2398,,2,2.5,4,243
2459,875000.0,2154,1742400.0,2,2.5,3,622
1832,165000.0,2528,,2,2.5,3,299
2210,604000.0,572,,0,1.0,105,30
1701,185000.0,3300,,3,3.0,33,278
2130,720000.0,984,984.0,1,1.0,12,307
1902,89200.0,1982,,2,1.5,39,341
2452,305000.0,892,,2,2.0,2,20
2375,218000.0,561,,1,1.0,2,56
1930,290000.0,2350,,3,4.5,3,324
2138,628500.0,723,,2,1.0,40,221
2130,585000.0,892,,2,2.0,2,198
1852,187000.0,1570,871200.0,2,2.0,40,315
2131,165000.0,2945,,2,2.5,4,126
1604,187250.0,1824,,2,2.0,3,15
2116,880000.0,260,,1,1.0,968,303
2467,544000.0,1400,,2,2.0,2,0
2474,322000.0,800,,1,1.0,105,85
2184,292000.0,2758,,3,3.0,3,10
2132,375000.0,692,,1,1.0,105,248
2116,573000.0,3114,,3,4.0,45,282
2068,166000.0,1600,0.0,2,1.5,32,178
2148,525000.0,523,,0,1.0,105,113
1604,70000.0,734,,1,1.0,105,21
2111,531000.0,734,,1,1.0,105,14
2116,665000.0,498,,0,1.0,105,14
2190,310000.0,487,,0,1.0,105,90
2093,370000.0,2543,,3,2.5,3,258
2118,592500.0,569,,1,1.0,2,2
2766,444500.0,487,,0,1.0,105,59
1960,243000.0,1852,,2,2.5,3,0
2132,354500.0,1852,,2,2.5,3,0
1841,162000.0,1620,,2,2.5,4,657
2703,190000.0,850,850.0,1,1.0,69,249
2021,439900.0,1641,7500.0,3,2.5,3,598
2141,825000.0,2195,3049.0,2,2.5,37,255
2138,1410000.0,1849,0.0,2,2.5,3,263
2129,527750.0,2906,,3,3.5,3,88
2474,415000.0,1487,,3,1.5,36,401
2125,369000.0,1848,,2,2.5,3,1
1970,284900.0,2773,,3,4.5,2,111
2122,204000.0,1745,,2,2.5,2,25
1901,215000.0,1511,,2,1.0,138,172
1801,169200.0,2234,,2,3.0,2,11
2135,325000.0,1260,,3,2.0,13,154
2494,945000.0,1852,,2,2.5,2,0
1468,122000.0,680,,1,1.0,43,122
1752,280000.0,2895,,2,2.0,2,67
2467,820000.0,620,,1,1.0,2,122
2176,273000.0,725,,1,1.0,105,12
1923,380000.0,636,,2,1.0,118,233
2135,425000.0,720,,2,1.0,29,194
2072,260000.0,1600,,2,2.0,3,0
2141,655000.0,2080,,3,2.5,2,154
2115,460000.0,1800,,3,2.5,2,57
1721,285000.0,738,0.0,1,1.0,36,141
1824,278800.0,2906,,3,3.5,3,65
1752,365000.0,572,,0,1.0,105,174
2127,689000.0,1200,,3,2.0,118,130
1772,365000.0,1500,,2,1.5,2,151
1886,361500.0,952,,2,1.0,38,143
1536,289000.0,665,,2,1.0,93,37
1730,873000.0,2000,2000.0,3,3.5,2,175
1913,131000.0,1126,,2,2.0,12,189
2127,785000.0,1520,20752.0,2,2.0,15,117
2131,583000.0,1008,,2,2.0,11,172
1824,250000.0,2023,,2,2.0,2,9
2141,569000.0,856,,1,1.0,12,192
1969,469000.0,940,,2,1.0,31,127
2128,314848.0,2773,,3,4.5,2,75
2139,730000.0,1660,,3,2.5,2,157
2138,594000.0,1588,,3,2.5,2,157
2121,212000.0,1050,,2,2.0,3,175
2129,472875.0,3901,,3,3.5,15,167
1810,425000.0,1293,,2,2.0,128,159
1752,365000.0,1383,,2,2.0,128,159
1832,180000.0,1550,,3,2.0,130,59
2139,620000.0,1956,,3,3.0,21,185
2176,466000.0,2087,,2,2.5,36,78
1844,232900.0,852,,2,1.0,47,118
2127,703000.0,527,,0,1.0,105,143
2129,496500.0,1651,0.0,2,2.0,13,164
2143,652250.0,1120,,2,1.5,11,152
2478,1140000.0,1121,,2,1.5,31,140
1970,395000.0,856,,1,1.5,162,149
1474,159000.0,1352,,3,3.0,44,128
2135,330000.0,1068,,2,2.0,13,15
2453,430000.0,1562,,2,1.5,33,127
1845,269900.0,992,,2,2.0,98,147
2301,136000.0,2906,,3,3.5,3,12
2138,1303000.0,1295,0.0,3,3.5,31,129
1970,465000.0,4000,,4,3.5,2,159
2148,320000.0,792,,1,1.0,12,161
1510,108000.0,569,,1,1.0,2,2
1830,134000.0,1588,,3,2.5,2,136
2130,380000.0,1800,23086.0,3,2.5,2,165
2143,695000.0,1325,,2,2.0,2,124
1702,256900.0,1229,1.0,2,2.0,30,110
2129,398000.0,1375,,2,2.0,30,146
1453,185000.0,2513,,3,3.5,4,91
2141,455000.0,4737,345866.4,4,5.0,31,146
1950,120000.0,1850,,3,2.5,6,141
2118,2600000.0,2015,2831400.0,3,2.5,22,129
2127,805000.0,2376,5227.0,3,2.5,11,162
2190,316995.0,600,,2,1.0,61,35
2021,360000.0,1134,0.0,2,1.5,31,140
1835,308200.0,2214,0.0,3,2.5,2,117
2140,562500.0,2300,0.0,2,2.5,2,4
1930,465900.0,1468,,3,2.0,9,6
2639,275000.0,3386,,3,3.5,15,56
1760,528000.0,1100,,2,2.0,2,133
2150,220000.0,1300,,3,2.0,2,11
1879,244000.0,1320,,2,2.5,16,156
2368,130000.0,1961,,2,2.5,16,146
1923,325000.0,1462,,3,2.5,97,194
3062,293500.0,1021,,2,2.0,118,132
2149,241000.0,1080,1.0,2,1.5,42,101
1432,182000.0,2032,1305929.0,2,2.0,43,138
2127,470000.0,1172,,3,1.5,27,169
1742,905000.0,1623,,2,1.5,33,127
2141,815000.0,2257,8952.0,3,2.5,16,154
1826,175000.0,1260,1260.0,3,2.0,88,129
1754,208000.0,1613,10000.0,3,2.5,2,44
2144,484000.0,1705,,2,2.0,7,84
2720,116000.0,988,,2,2.0,111,15
2180,329900.0,1580,,2,1.5,34,115
1860,230000.0,1585,30056.0,3,1.5,30,80
2125,305000.0,1015,,2,2.0,11,124
2109,1180000.0,1487,,2,1.0,118,109
2375,190000.0,3300,,2,2.5,2,6
1501,195000.0,800,,2,1.0,11,349
2151,295000.0,720,,1,1.0,50,128
2571,216500.0,1700,56846.0,3,2.5,2,8
2360,395000.0,1200,,3,1.5,31,116
2115,705000.0,1117,1117.0,2,2.0,9,38
2108,2350000.0,1722,0.0,3,1.5,17,102
2050,237500.0,1894,1219680.0,2,2.5,16,138
2453,342500.0,1024,,2,2.0,10,141
1527,242900.0,1860,,3,2.5,33,124
2108,760000.0,1569,,2,2.5,34,132
2766,225000.0,1188,,2,1.5,19,116
2532,182500.0,2238,0.0,2,2.5,2,146
2359,230000.0,777,,2,1.0,88,118
2176,402500.0,4044,,2,3.5,14,111
2116,1225000.0,2000,,2,2.5,11,141
2138,2880000.0,1800,,3,2.5,2,117
1581,166750.0,1249,1249.0,3,2.0,13,89
1890,644000.0,811,0.0,2,1.0,49,116
2155,429000.0,1460,,2,1.5,19,98
2130,425500.0,1163,1163.0,2,1.0,12,122
2215,400000.0,600,,2,2.0,68,153
1930,279000.0,1588,,3,2.5,2,105
2125,205000.0,1588,,3,2.5,2,105
2332,675000.0,2860,15824.0,4,2.0,148,43
1864,107299.0,2213,,2,2.5,24,72
2148,490000.0,2388,2388.0,3,2.0,143,97
2115,1155000.0,2070,2669.0,4,2.5,13,138
1864,290000.0,809,,1,1.0,148,111
2169,185000.0,1945,,3,2.5,14,111
1810,146000.0,849,,2,1.0,49,128
2113,375000.0,1750,,2,2.0,2,111
2038,455000.0,3300,,3,4.0,136,150
1520,299900.0,762,762.0,1,1.0,118,117
2169,424900.0,677,677.0,1,1.0,118,115
2062,258900.0,1141,,2,2.0,15,70
2138,406000.0,1120,,2,1.5,13,122
1824,279900.0,1881,,2,2.5,35,103
2360,290000.0,2489,,4,2.5,109,124
1536,345000.0,1804,871200.0,2,2.5,3,116
1950,380000.0,1295,2000.0,3,1.5,92,136
2127,646500.0,1442,,3,2.5,34,113
2128,286000.0,3804,,4,3.0,123,105
1588,204000.0,1382,,2,1.0,118,113
2176,541000.0,1630,,3,2.5,13,120
2116,764000.0,2753,9147.0,3,3.5,3,107
2760,152500.0,966,,2,1.0,92,96
2171,265000.0,916,,2,1.5,29,102
2169,236000.0,1188,,2,1.5,19,132
2130,485000.0,1900,,3,2.5,0,80
2149,852500.0,2090,,3,3.5,13,47
2190,99000.0,1925,,2,2.0,2,96
2116,2000000.0,3296,,3,3.5,7,43
1720,246000.0,3370,8775.0,4,3.5,8,97
2127,699000.0,2773,,3,4.5,2,147
2127,535000.0,1080,,3,1.5,25,97
1930,726816.93,3762,2983860.0,2,3.5,4,82
2130,280000.0,1050,,2,1.5,47,98
2118,830000.0,1208,,2,2.0,44,11
2143,405000.0,2813,958320.0,3,2.5,36,91
2128,482000.0,1584,,3,2.5,3,95
1602,135000.0,1414,,3,2.0,12,131
2151,230000.0,1308,,3,2.5,94,102
2127,435000.0,784,0.0,2,1.0,50,93
2116,535000.0,1190,,3,1.5,48,107
1876,259000.0,2075,,2,2.5,30,81
2122,290500.0,550,,1,1.0,54,105
2368,280000.0,1820,1820.0,2,2.5,118,112
2116,820000.0,3047,332926.0,3,2.5,34,98
2468,1150000.0,780,4015.0,1,1.0,118,38
2210,590000.0,1236,1236.0,1,2.0,118,118
2127,885000.0,1300,,2,2.0,143,31
1760,674600.0,810,0.0,1,1.0,55,54
2130,760000.0,2602,,2,3.0,30,76
2125,489000.0,1054,,3,2.0,36,42
2139,815000.0,1329,,3,1.0,58,74
2151,385000.0,2979,3029.0,3,3.5,33,361
2333,172000.0,2006,,2,3.0,6,65
1607,62339.19,1089,,1,1.0,118,72
2152,160000.0,1132,,2,2.0,32,88
1730,615000.0,1574,,3,1.5,15,88
2118,1151000.0,998,,2,1.5,30,92
2141,705000.0,630,,2,1.0,53,86
2145,264000.0,1850,,2,2.5,2,0
2066,538000.0,2364,2482920.0,2,2.5,11,79
2332,362500.0,1004,,2,1.0,218,86
2038,205000.0,1184,,3,1.5,30,99
2127,660000.0,1271,,2,1.5,136,91
2468,1145000.0,680,,1,1.0,48,23
2048,175000.0,3178,0.0,3,2.5,12,94
2139,726000.0,827,,2,2.0,33,37
2050,480000.0,1550,51836.0,2,1.5,48,84
1835,132900.0,1565,,3,1.0,118,53
2116,654000.0,1205,,2,2.0,128,67
1867,249900.0,1440,,2,2.5,14,14
2127,1250000.0,2333,,2,2.5,14,80
1852,219000.0,2176,,2,2.5,171,83
1880,339000.0,1054,,2,1.0,31,96
2116,3750000.0,958,,2,1.5,31,78
2119,370000.0,1035,,2,2.0,38,103
2180,303000.0,1109,1109.0,3,1.0,113,50
2138,710000.0,1716,1716.0,3,2.5,12,99
2130,450000.0,826,,2,2.0,108,126
2116,11480000.0,2489,,3,3.0,14,69
2474,250000.0,1698,,3,2.0,88,49
2138,640000.0,1520,,2,2.5,35,83
2151,391000.0,965,965.0,2,1.5,30,43
1907,530000.0,838,999.0,2,1.5,108,67
2116,1350000.0,1508,,3,3.5,2,99
1876,281000.0,1801,,2,2.5,13,98
2119,370000.0,833,,2,1.0,30,88
2145,375000.0,772,436.0,1,1.0,14,74
2139,1350000.0,1381,,3,1.5,88,70
2180,228500.0,1549,,2,2.0,30,63
2171,410000.0,1020,,2,1.0,118,78
2135,357000.0,2484,2484.0,3,3.5,119,82
1844,340000.0,1443,,2,2.5,31,81
2359,300000.0,1404,0.0,2,2.0,31,71
2536,260000.0,2080,,3,2.5,2,87
1950,329900.0,1452,,2,1.5,34,23
2474,375000.0,2892,,3,2.5,15,81
1568,302000.0,1202,10958.0,3,1.5,32,80
2184,501145.0,1240,,2,1.5,13,97
2748,460000.0,2285,,2,2.5,17,40
2571,213000.0,1742,,2,2.0,2,42
2127,590000.0,1750,,3,2.5,12,85
2532,424900.0,1759,100.0,2,1.5,24,64
1604,175000.0,2240,,3,3.5,10,78
1721,336000.0,850,,2,1.0,30,53
1915,438900.0,1321,,3,3.0,0,85
2446,691000.0,775,,2,2.0,0,2
2124,365000.0,825,,2,2.0,0,83
2135,382000.0,799,,1,1.0,5,76
2129,345000.0,963,,2,1.0,51,10
2138,498000.0,1556,,2,1.5,14,79
1702,125000.0,2500,,3,2.5,148,94
1970,269000.0,1742,,2,2.0,2,76
2110,5200000.0,2133,,3,2.0,12,41
2453,572000.0,1200,,2,1.5,31,57
2360,276000.0,625,,1,1.0,118,19
1876,250000.0,522,113794.0,1,1.0,38,76
2478,363797.0,948,948.0,1,1.5,12,84
2467,499000.0,1900,,3,2.5,11,76
2359,265000.0,965,933926.0,2,1.0,12,73
1945,165000.0,2660,,2,2.5,20,67
2453,569999.0,1339,0.0,1,1.0,94,86
2135,620000.0,865,6970.0,3,1.0,98,83
2114,710000.0,670,,1,1.0,138,89
2766,436500.0,2000,,2,2.5,31,71
2150,278000.0,1160,1160.0,2,2.0,16,110
2129,475000.0,1818,2308680.0,2,2.5,34,86
2021,285000.0,1810,,3,2.5,2,75
1588,287500.0,1806,,3,1.5,17,75
2140,525000.0,951,,2,2.0,2,64
1835,212000.0,1284,,3,2.5,34,75
2453,350000.0,1260,750103.0,2,2.0,14,117
1570,78000.0,1925,,2,2.5,13,74
1854,98500.0,940,,2,1.5,48,79
2453,246500.0,1106,1107295.0,2,2.0,41,63
2155,465000.0,1720,,3,2.0,10,86
2019,229900.0,806,,2,1.0,46,102
2639,119000.0,1874,,2,2.5,26,37
1852,214000.0,2681,,4,3.5,2,98
2649,210000.0,1040,,2,1.5,33,74
1930,400000.0,2284,0.0,3,3.5,21,90
1604,90000.0,573,,1,1.0,88,44
1760,298000.0,1241,,2,2.0,14,71
2038,259900.0,782,,1,1.0,46,122
2148,165000.0,1119,,1,1.5,10,86
2145,361000.0,1666,,2,2.0,12,114
1581,525000.0,1591,,2,1.5,33,70
1824,272900.0,1089,,2,1.5,30,102
2144,420000.0,2200,,3,2.5,2,70
1879,230000.0,1620,,2,2.5,2,66
2019,311000.0,2340,0.0,3,3.0,15,298
2129,613000.0,1014,,2,1.5,40,69
3079,494900.0,2147,0.0,2,3.0,16,70
1826,170000.0,2148,100.0,3,1.5,26,60
2445,427000.0,2021,,2,2.5,2,80
2110,1695000.0,1117,,2,1.0,42,27
2360,143000.0,858,,1,1.0,118,18
2130,460000.0,968,,2,1.0,47,104
1701,480702.0,735,,2,1.0,37,74
1752,130000.0,1000,,2,2.0,32,66
2451,350000.0,3713,,4,4.5,16,7
1950,472000.0,1817,,2,2.5,16,93
2155,498820.0,1682,,2,1.5,31,21
2537,169000.0,1040,,2,1.5,22,75
1537,165500.0,745,745.0,2,1.0,148,46
2720,152500.0,722,,2,1.0,58,92
1569,184000.0,2417,0.0,2,2.5,11,45
2125,549000.0,1906,479160.0,2,2.5,12,62
1516,184000.0,1319,,3,3.0,119,77
1902,114000.0,1770,,2,2.0,14,56
2601,90000.0,1057,8170.0,2,1.0,98,55
1835,182000.0,1340,1340.0,2,1.5,166,66
1854,138999.0,933,933.0,2,2.0,168,7
1545,47900.0,2000,0.0,3,1.5,24,67
3079,238000.0,1503,,2,2.0,5,158
1835,203000.0,416,498761.0,1,1.0,68,98
1778,754900.0,672,672.0,1,1.0,16,62
1970,548000.0,1725,,2,1.5,31,22
2141,460000.0,609,,1,1.0,39,36
2446,1350000.0,1957,,2,2.5,17,77
2189,150000.0,1634,,5,2.0,78,80
2453,305000.0,2464,,2,2.5,7,57
2459,527000.0,3653,,3,3.0,118,60
2151,230000.0,2169,6970.0,3,3.5,117,78
2125,422000.0,2134,,3,3.0,31,87
2110,1050000.0,2440,2440.0,2,2.5,12,47
2136,298000.0,1303,0.0,2,1.5,128,62
1772,435000.0,1746,,2,1.5,21,55
2131,479000.0,426,3142.0,1,1.0,128,62
2026,375000.0,1400,1400.0,3,2.0,153,127
1879,169000.0,3030,,3,3.0,14,131
1845,262500.0,1228,,2,2.0,34,61
2139,1010000.0,1420,,2,2.0,119,21
2155,530000.0,883,883.0,2,1.0,33,55
2124,455000.0,705,705.0,2,1.0,119,14
2122,279900.0,1070,1070.0,3,2.0,98,8
2215,610000.0,960,,2,1.0,108,20
2364,432000.0,559,559.0,2,1.0,108,34
2718,131000.0,2362,2362.0,3,2.0,19,50
2338,230000.0,720,,2,1.0,52,86
2176,350000.0,1517,,2,2.0,144,61
2131,315000.0,2360,,2,3.5,5,47
2118,577500.0,1359,0.0,3,1.5,118,26
2145,425000.0,2268,,3,2.5,8,6
2458,765000.0,1365,1365.0,2,2.5,13,49
2339,420000.0,905,,1,1.0,119,77
1810,250000.0,1021,1021.0,1,1.5,26,63
1701,608660.0,898,,2,2.0,31,42
1760,555000.0,1796,9999999.0,2,2.0,108,61
2125,470000.0,1316,,2,1.5,32,61
2472,385000.0,2893,,2,2.5,24,2
1960,289000.0,2198,,3,3.0,2,46
1960,207000.0,743,,2,1.0,68,61
2141,700000.0,832,,2,1.0,52,83
2324,245000.0,1088,48897.0,2,2.0,31,106
2115,503500.0,1370,,1,2.0,53,622
2144,531000.0,1200,,3,2.0,2,63
1905,260000.0,2254,,2,3.5,34,56
2467,1249000.0,1093,,2,2.0,12,25
2190,235000.0,1164,,2,2.0,33,85
2127,629000.0,3192,12763080.0,3,2.5,20,71
2131,425000.0,1088,,2,1.5,31,61
2330,249000.0,3500,9830.0,3,4.5,2,59
2360,127900.0,1793,,2,2.5,31,180
1970,239500.0,2304,,3,3.0,10,75
2130,443000.0,1490,,2,2.0,9,37
2189,146200.0,1866,,2,2.5,9,63
2127,521777.0,889,,2,1.0,47,52
2351,329000.0,2192,,2,2.0,20,73
2118,255000.0,610,,1,1.0,35,59
2143,415000.0,3200,22967.0,4,3.0,2,42
1852,162750.0,1802,,3,2.5,33,18
1501,152000.0,1180,,2,2.0,158,20
2118,6275000.0,2035,0.0,2,2.5,3,25
1841,164900.0,2035,0.0,2,2.5,3,57
1844,250000.0,1056,,2,1.5,48,59
1453,152000.0,898,,1,1.0,30,60
1952,545000.0,978,,2,1.5,48,20
2631,175000.0,1500,,2,2.5,36,57
1453,214900.0,1035,,2,1.0,37,57
2171,384900.0,1116,,2,2.0,15,66
2141,621000.0,3276,0.0,3,3.0,13,79
2341,330000.0,1188,,3,1.0,98,91
2130,949500.0,1210,,2,2.0,13,36
2155,357000.0,1323,,2,2.0,12,29
2150,375000.0,936,,2,2.0,35,56
2131,425000.0,460,11641.0,1,1.0,125,37
2171,639000.0,2503,,4,4.0,128,43
1568,543953.0,1803,1803.0,2,2.5,128,51
1970,137500.0,1529,,2,2.0,14,29
1880,405000.0,1975,,3,2.5,30,55
2184,248000.0,1900,,3,2.5,0,35
1890,545000.0,680,,1,1.0,119,32
2493,724000.0,1715,,3,2.0,41,38
1752,342290.0,702,,2,1.0,55,30
1901,180000.0,850,850.0,2,2.0,121,22
2467,787500.0,1525,,3,2.0,116,61
2116,995000.0,1155,,2,1.0,118,8
1844,245000.0,1114,,2,2.0,33,57
1845,199900.0,1516,1481040.0,2,1.5,46,35
2360,160000.0,1318,,2,2.0,36,57
2703,224900.0,1865,,3,2.0,108,35
1801,597500.0,1753,,2,2.5,29,65
2155,379900.0,1230,,2,2.5,33,49
2127,410000.0,775,18646.0,2,1.0,56,23
2115,1613000.0,1245,,2,2.0,12,54
1841,90000.0,1117,,2,1.5,47,63
2631,246000.0,1316,,2,2.0,11,57
2155,552000.0,1180,,2,1.5,30,34
2149,355000.0,1194,1194.0,2,2.0,138,74
2139,560000.0,1838,1838.0,2,2.0,16,32
2148,219000.0,1121,3070.0,3,2.0,128,48
1854,165000.0,638,,1,1.0,38,55
2130,770000.0,3500,15725.0,4,3.5,16,67
2109,485000.0,1057,,2,2.0,31,54
2132,379500.0,1097,,2,2.0,12,53
2452,400000.0,653,,1,1.0,11,44
2467,925000.0,1343,,2,2.0,111,35
1420,179900.0,1750,,3,1.5,158,53
1749,153000.0,1119,1119.0,0,1.0,12,53
2370,110000.0,1525,,2,2.0,132,53
1970,272500.0,760,760.0,2,1.0,48,38
2379,339900.0,891,,2,1.0,38,53
2341,400000.0,1260,,2,1.0,138,82
2138,850000.0,1249,18000.0,3,2.0,12,51
2115,726897.0,1360,,2,1.5,30,49
2134,469000.0,1600,,3,3.0,32,81
2532,160000.0,1762,,2,2.0,32,27
1854,136900.0,747,,2,1.0,22,26
2151,233463.0,1380,,2,1.5,32,48
2141,515000.0,927,,2,1.5,34,59
2128,450000.0,708,,2,1.0,32,25
1970,320000.0,1000,,2,2.0,35,100
1752,262000.0,1065,,2,2.0,33,43
2359,405000.0,1350,,2,1.5,37,50
2302,123000.0,612,,2,1.0,59,83
2118,2549000.0,1060,,2,1.0,34,34
1420,174000.0,1032,18687240.0,2,1.5,31,50
2152,329900.0,1404,,2,2.5,34,78
2189,315000.0,367,11641.0,1,1.0,125,50
2118,1500000.0,1144,60984.0,2,2.0,10,50
2170,469000.0,2400,,2,2.5,22,49
2478,571000.0,1711,1711.0,1,1.5,118,24
1564,327995.3,1121,1121.0,2,2.0,108,10
1583,150000.0,1845,,2,2.5,33,49
