ZIP,SOLDPRICE,SQFT,LOTSIZE,BEDS,BATHS,AGE,DOM
2072,168000.0,1175,4657.0,2,1.0,118,49
2043,963000.0,1150,,2,1.5,27,39
2119,275000.0,2067,,4,1.0,118,66
3060,115000.0,1375,,2,2.0,18,26
1867,590000.0,941,3200.0,2,1.0,113,49
2045,423000.0,1750,,2,1.5,13,55
2467,660000.0,715,0.0,2,1.0,8,66
2129,677500.0,1311,761642.0,2,2.0,40,63
2127,770000.0,657,8000.0,2,1.0,93,44
1850,192000.0,2500,3049.0,2,2.5,37,58
2360,133250.0,1593,,2,2.5,13,48
2130,950000.0,1498,,3,3.0,5,83
2129,489000.0,1097,43560.0,2,2.0,32,103
1970,200000.0,1744,,2,1.5,32,42
2635,356000.0,1772,,3,2.5,19,65
2118,655000.0,1963,,3,3.5,20,49
2138,650000.0,1851,,3,2.5,14,66
2184,209900.0,1763,,2,3.0,118,71
2210,525000.0,1830,1830.0,2,2.5,31,79
2155,1100000.0,1859,,2,1.5,31,58
1845,665000.0,1383,,2,2.0,118,7
2138,1250000.0,792,792.0,2,1.0,98,37
2461,833000.0,1066,3250.0,2,1.0,88,7
2127,630000.0,2116,2116.0,3,1.5,17,30
2478,664000.0,522,6.77,2,1.0,68,86
1844,210000.0,1548,,3,2.0,158,47
1803,600000.0,2574,,2,2.5,18,29
1830,252900.0,925,,2,2.0,17,7
1754,370000.0,638,,1,1.0,119,8
2131,290000.0,860,860.0,2,1.0,153,14
2129,549000.0,2150,,2,2.5,2,0
2476,475000.0,645,,2,1.0,58,50
2132,320000.0,440,440.0,0,1.0,108,5
2125,350000.0,825,,3,1.0,115,7
1721,527500.0,1252,,2,2.0,113,40
2114,501000.0,847,,2,1.5,40,47
2446,690000.0,1161,,3,1.5,93,47
1832,200000.0,2518,,3,3.5,108,40
1902,167500.0,1316,,2,1.5,13,30
2129,460000.0,817,0.0,2,1.0,46,46
2118,812000.0,846,,1,1.0,15,62
2131,545000.0,1623,,3,2.0,58,28
1778,635000.0,692,1232748.0,2,1.5,88,59
2472,365500.0,715,,2,1.0,58,46
1913,58000.0,1566,,2,2.0,128,39
1938,340000.0,920,,2,1.5,15,60
2130,473000.0,1112,4228.0,2,1.0,219,18
2766,227000.0,1589,,3,2.0,30,46
1841,145000.0,887,,2,1.0,158,24
2026,278500.0,1044,,2,1.0,47,25
2130,391000.0,1500,10540.0,3,1.5,15,46
2143,715000.0,3943,,3,4.5,11,50
2110,11200000.0,1257,,2,1.5,30,46
2118,216428.0,1050,0.0,2,1.0,27,22
2333,378000.0,1295,,2,2.0,5,52
1564,211500.0,3016,,2,2.5,13,66
1604,210000.0,1284,0.0,2,2.0,14,55
2143,525000.0,2200,3876.0,3,2.5,138,40
1826,133000.0,767,767.0,1,1.0,119,45
2474,770000.0,1338,,2,2.0,17,61
2375,148000.0,1000,,1,1.0,12,69
1830,226000.0,1054,,2,1.0,31,35
1970,172000.0,1812,5401.0,3,2.0,118,42
2446,515000.0,2005,,5,3.5,117,42
1702,228000.0,1200,,3,2.0,118,28
1851,203000.0,2068,,3,2.5,12,49
1536,371000.0,1008,,2,1.5,45,41
1571,155000.0,2000,,2,3.0,11,43
2190,144500.0,1200,,2,1.0,83,52
1970,289000.0,827,,2,1.0,57,72
1824,273000.0,1155,,2,1.0,195,37
2127,417000.0,1084,,2,2.5,31,35
1906,158000.0,1198,,2,2.0,118,27
2494,305000.0,617,,2,1.0,98,18
1864,535000.0,2166,,3,2.5,5,53
2180,262000.0,1901,,2,2.5,23,71
1860,218500.0,1145,1145.0,2,2.0,118,21
1970,407500.0,900,,1,1.0,38,61
2482,1025000.0,1445,,2,2.5,15,33
2135,363000.0,1725,,3,3.0,31,42
2129,585000.0,1514,30056.0,3,2.5,38,28
6082,310000.0,841,999.0,2,1.0,4,24
2139,672500.0,1850,,1,1.0,19,42
1952,180000.0,2000,7208.0,4,2.5,108,42
2359,246000.0,1586,,2,2.5,364,42
2081,491000.0,1051,,2,1.0,131,21
1453,135000.0,1486,1486.0,2,2.5,128,20
2109,915000.0,1056,1056.0,2,2.0,88,6
2145,570000.0,1266,,2,2.0,20,91
2446,739000.0,794,,2,1.0,147,54
2341,274900.0,671,671.0,1,1.0,14,26
2631,267000.0,1118,,2,2.0,12,59
3063,235500.0,1372,,2,2.0,18,53
2360,254000.0,827,,2,1.0,52,14
2145,705000.0,1500,,2,1.5,2,27
1867,295000.0,1054,1054.0,3,1.0,128,48
1701,462765.0,1786,,3,2.5,13,24
1832,282000.0,1152,,2,1.5,32,50
1876,255000.0,1153,,3,2.0,-7981,56
2128,481000.0,1297,,3,2.0,-7981,46
2360,600000.0,1878,999.0,2,3.5,118,19
1950,99900.0,1020,,2,1.5,13,46
2467,520000.0,1066,,2,1.0,48,40
1852,252400.0,1232,,3,2.5,48,26
2130,579000.0,903,48897.0,2,2.0,31,66
2446,679000.0,2368,2609244.0,3,2.5,23,70
2301,135000.0,1232,,3,2.5,48,36
1721,364000.0,1164,1164.0,2,2.0,44,57
1778,915560.0,910,580.0,2,2.0,113,41
1854,230000.0,1879,,2,2.5,12,41
2118,547000.0,1900,,2,1.5,31,78
1590,285000.0,972,,2,2.0,7,30
1938,285000.0,1823,,2,2.5,14,40
2021,178000.0,1740,,3,2.5,39,26
2215,499000.0,2686,,3,3.5,7,19
2116,865000.0,1219,,3,2.0,118,50
2038,507740.0,2711,,2,3.5,20,22
2745,240000.0,1030,,2,1.0,118,36
1902,143700.0,2417,870329.0,2,2.5,32,61
2421,440000.0,1595,,2,1.5,39,40
1760,502000.0,1040,1370.0,1,2.0,158,27
2124,428000.0,2670,,3,2.5,2,40
2127,660000.0,910,,1,1.0,48,35
1890,880000.0,1437,,2,2.0,5,66
2151,318000.0,628,,1,1.0,50,36
2780,129900.0,2000,,2,2.5,23,40
1886,454000.0,2074,,3,2.5,6,67
2072,240000.0,2063,,2,2.0,128,84
2762,359900.0,1132,,3,2.0,108,12
2135,320000.0,970,,2,2.0,118,64
2152,294900.0,1000,,3,1.0,48,39
2360,340000.0,1671,,2,2.5,8,38
2460,1100000.0,1065,,2,2.0,2,43
2631,205500.0,810,,2,1.0,20,37
1938,259900.0,3050,,3,3.5,13,98
2144,600786.0,1400,48920.0,2,2.0,148,38
2130,985000.0,1750,,2,2.5,19,39
2115,516136.0,2490,,4,3.0,5,44
1545,116000.0,1350,,2,2.0,103,39
2150,333250.0,836,,1,1.0,14,18
2142,1280000.0,1210,,2,2.0,98,4
1560,305000.0,1274,,2,1.5,34,9
2125,532500.0,969,,2,1.5,48,39
1966,168000.0,2904,41475.0,2,2.5,16,38
2649,250000.0,1176,,2,1.5,14,36
1720,310000.0,795,795.0,1,1.0,118,40
2382,230000.0,1425,,2,1.0,198,21
2467,350000.0,714,,2,1.0,48,28
2135,527850.0,1848,,2,3.0,31,60
2639,327500.0,1007,,1,1.0,118,84
2210,1142000.0,960,,2,1.0,46,35
1801,400000.0,950,,2,1.0,33,32
1949,350000.0,1920,,3,2.5,103,23
2151,390000.0,760,74131.0,2,1.0,48,25
1749,153000.0,1052,,2,2.0,32,36
2130,551000.0,2015,,3,2.5,21,66
2127,900000.0,640,,1,1.0,13,33
1960,292000.0,810,,1,1.0,44,65
2124,370000.0,1665,,3,1.5,38,35
2149,461500.0,1552,,2,2.5,30,39
2118,600000.0,1900,,2,2.5,12,35
2130,358500.0,1764,,2,2.5,11,61
2458,810000.0,1776,,2,2.5,20,57
2151,246900.0,1794,,2,2.5,15,68
1843,115000.0,1120,7841.0,2,1.5,30,173
1821,161000.0,650,,2,1.0,100,34
2127,440000.0,936,,2,1.0,118,64
1701,523010.0,480,480.0,1,1.0,118,3
2719,279000.0,975,,2,1.5,100,4
2045,622500.0,2031,,3,2.5,10,42
2130,435000.0,1179,207781.0,2,2.0,30,22
1776,650000.0,1420,,3,2.0,118,21
2155,360000.0,1358,0.0,2,2.0,12,29
2780,381400.0,1100,,2,2.0,2,58
2760,73000.0,824,,1,1.0,47,46
2139,1250000.0,3222,,3,2.5,10,6
2116,2225000.0,935,,2,2.0,33,41
2155,450000.0,1500,,2,2.0,32,43
2341,273000.0,680,,1,1.0,108,32
2476,674500.0,1872,0.0,2,2.5,20,31
2132,389000.0,1368,0.0,2,1.5,33,47
1851,332000.0,1661,,3,3.0,14,44
2134,505500.0,640,,2,1.0,49,38
1775,440000.0,356,,1,1.0,128,80
2110,1575000.0,1240,,3,1.5,51,34
2109,2899000.0,2042,0.0,2,2.5,10,47
1890,605000.0,2748,,3,2.5,38,30
1985,601600.0,1140,,3,1.5,21,39
2118,790000.0,1280,1280.0,3,1.0,113,46
2760,224500.0,1350,0.0,3,1.5,57,38
1507,135000.0,1310,,2,2.0,5,28
2360,225000.0,817,,3,1.0,107,23
1748,280500.0,577,,1,1.0,128,23
2072,329500.0,1076,1076.0,2,2.0,15,40
1945,125000.0,1243,,2,2.0,38,28
2111,650000.0,1930,0.0,0,0.5,33,113
1504,183000.0,1130,,2,1.0,94,10
2115,2450000.0,781,1235.0,2,1.0,113,32
2375,212500.0,2550,,3,3.0,3,57
2150,280100.0,955,,1,1.0,14,7
1913,100000.0,661,,1,1.0,36,7
2138,625000.0,2201,,2,2.5,13,14
1720,380000.0,1032,,2,1.5,33,32
2145,749000.0,665,666.0,1,1.0,131,50
2127,570000.0,987,,2,2.0,98,53
2025,757500.0,1077,,3,2.0,108,3
2760,150000.0,811,,1,1.0,20,10
2114,1300000.0,1075,,2,1.5,31,28
1760,412000.0,2035,,3,2.5,118,7
2111,1350000.0,1551,1551.0,3,2.5,9,21
1915,950000.0,1366,,3,2.0,24,28
1970,351000.0,832,,2,1.0,5,28
1604,212500.0,1570,,2,2.5,34,23
2124,195000.0,992,,2,2.0,88,41
1930,134000.0,2718,,2,3.5,14,72
2143,560000.0,1652,,2,1.5,33,22
2760,206100.0,1770,,2,1.5,43,19
2127,630000.0,700,,1,1.0,98,20
2048,126000.0,957,42839.0,1,1.0,121,24
3063,149001.0,1161,,2,1.5,29,5
1880,212500.0,3000,,4,3.5,2,33
1915,350000.0,2500,,3,2.5,5,27
1801,394200.0,565,,1,1.0,118,24
2116,1425000.0,1350,,2,2.0,132,7
1970,282000.0,1184,,2,2.0,11,49
2115,483000.0,1979,,2,1.5,24,27
2760,227000.0,2600,0.0,2,2.5,9,36
2130,750000.0,1533,1533.0,3,2.0,118,22
2118,752500.0,1472,,2,1.5,30,41
2141,490000.0,950,,1,1.0,12,7
2338,200000.0,1631,1631.0,2,2.0,10,5
2129,641000.0,510,510.0,1,1.0,113,20
2127,341000.0,1620,,3,2.0,20,25
1720,655000.0,823,823.0,2,1.0,27,31
2215,299000.0,1800,,3,2.5,30,31
1886,375000.0,1992,2699.0,5,3.5,120,27
2125,460100.0,1780,,2,2.5,31,23
1432,173000.0,828,,1,1.0,118,49
1720,532000.0,1681,1681.0,2,2.0,108,17
1863,235000.0,792,,2,1.0,118,19
2110,6100000.0,1568,,2,2.5,9,46
1748,429900.0,2800,6000.0,4,3.5,121,26
1420,93500.0,2378,,3,3.0,13,6
1810,172500.0,1099,,2,1.0,89,28
2145,449000.0,1350,,2,2.0,103,48
1970,295000.0,1832,,3,2.5,16,5
2301,95000.0,766,,1,1.0,16,26
1845,203000.0,580,,1,1.0,49,44
2127,525000.0,1336,,2,1.5,23,18
1462,210000.0,889,,2,1.0,37,26
1960,283000.0,2500,,3,2.5,33,182
1752,346145.0,1120,9999.0,2,2.0,46,4
2143,680000.0,1629,20752.0,2,2.0,15,37
1950,331000.0,1370,,2,1.0,17,27
1832,210000.0,349,,1,1.0,128,15
2767,125000.0,783,,2,1.0,48,55
2780,205500.0,1500,,2,2.5,2,41
2563,240000.0,892,,2,1.0,168,26
1830,280000.0,1593,,2,2.5,14,32
1938,305000.0,663,,1,1.0,20,37
2445,500000.0,1155,2055596.0,2,2.0,12,24
1826,131000.0,2922,,2,3.5,5,27
1830,108200.0,717,,1,1.0,45,36
2130,520000.0,756,,1,1.0,51,62
2476,525000.0,1130,,2,2.0,33,16
1867,420595.0,670,,1,1.0,93,29
2186,545000.0,1227,3996.0,4,1.5,78,46
1757,539520.0,2925,,2,3.5,17,48
2472,575000.0,1634,,3,2.0,114,32
2093,375000.0,1877,3049.0,2,3.5,34,35
2115,2650000.0,1108,,2,2.0,128,22
2476,429900.0,1504,,2,1.5,45,25
2356,219900.0,1621,44866.0,2,1.5,15,37
2631,202500.0,2100,0.0,4,2.5,108,42
1609,150000.0,1257,5634921.0,2,2.0,23,47
2132,760000.0,2054,11352.0,3,2.5,138,34
2155,640000.0,2150,,3,2.5,25,25
1949,438000.0,772,,1,1.0,93,40
1952,220000.0,975,,2,1.0,54,43
2118,1405000.0,1411,,2,2.0,14,15
2043,225000.0,1620,,3,2.5,12,29
2139,463000.0,960,,2,1.5,33,42
2492,230000.0,965,,2,2.0,88,15
1420,192000.0,1500,,2,2.0,13,41
2135,335000.0,845,,2,1.0,45,11
2120,432000.0,1058,,2,1.5,33,36
2333,168000.0,1154,,2,1.5,31,23
2155,310000.0,1153,,2,2.0,14,45
1852,152000.0,952,,2,1.0,30,38
2142,900000.0,1152,,2,1.5,32,23
2045,220000.0,1128,9147.0,2,1.0,96,33
2130,419000.0,1668,12196.0,3,1.5,13,18
1772,685000.0,696,432550.0,1,1.0,48,29
2140,598000.0,2150,,2,2.5,17,103
2446,600000.0,1560,,2,1.5,35,27
2127,675000.0,1038,3500.0,4,1.0,0,23
2472,462000.0,2068,261360.0,3,2.5,10,27
2116,3725000.0,1044,,2,1.5,47,37
1923,333333.0,1728,9705.0,3,1.5,28,16
2118,706000.0,876,,1,1.0,23,37
2474,290000.0,610,,1,1.0,39,24
1609,97000.0,1190,1190.0,3,1.0,98,24
2601,107000.0,1243,,2,2.0,38,79
2464,415000.0,1754,,2,2.5,31,24
1880,270000.0,998,9897.0,3,1.5,30,16
2138,630100.0,1452,0.0,3,2.0,28,44
2056,395000.0,1030,1.0,1,1.0,38,80
2445,490000.0,1272,,2,1.5,26,23
1845,129500.0,936,,2,1.0,31,23
2116,1350000.0,1512,,3,2.0,108,45
1606,189900.0,1122,,2,1.5,32,22
1527,300000.0,2450,,3,2.5,12,126
2118,970000.0,1650,,2,1.5,30,22
1885,143000.0,821,,1,1.0,2,14
1880,400000.0,1960,,4,3.0,2,29
2445,450000.0,700,,1,1.0,8,36
2472,292000.0,1112,,2,1.0,110,12
1845,155000.0,752,,2,1.0,128,8
1984,759900.0,1350,,3,1.5,37,49
2760,207000.0,1067,,3,1.0,113,15
2347,374900.0,1040,,2,1.5,33,53
2451,520900.0,2800,6000.0,4,4.5,138,21
2048,83000.0,629,,1,1.0,118,21
2458,789000.0,632,,1,1.5,121,322
1952,285000.0,974,,2,2.0,11,24
1970,248000.0,2181,0.0,4,2.5,3,85
2118,1039000.0,1776,0.0,2,2.5,20,156
2703,225000.0,1574,,2,2.5,70,24
2135,290000.0,1328,1328.0,2,2.0,143,30
1450,428900.0,1012,48829.0,1,1.0,11,22
1757,184000.0,1425,1425.0,3,1.0,113,22
1832,212700.0,736,,2,1.0,128,22
2110,702500.0,2082,,2,1.5,32,3
1867,544485.0,1024,0.0,2,1.5,32,21
2111,764000.0,1011,,2,1.0,123,23
1524,228000.0,1622,,2,2.5,13,3
1915,237500.0,2500,,2,2.0,24,18
2134,500000.0,2100,,3,2.5,31,33
2324,240000.0,1644,,3,1.5,31,49
2474,225000.0,768,,1,1.5,108,3
1522,149900.0,1350,,3,2.5,30,27
2143,527500.0,316,,1,1.0,138,36
1950,407500.0,1734,,3,3.5,12,23
2152,323000.0,2333,7350.0,4,3.5,248,22
1718,210000.0,1034,,2,1.0,35,20
1748,615250.0,720,720.0,2,2.0,103,17
2186,360000.0,1059,,3,2.0,138,36
2745,100000.0,890,,1,1.0,50,8
1581,130000.0,1165,,2,1.5,13,260
2127,530000.0,3500,,4,4.0,121,20
1854,143500.0,738,738.0,1,1.5,119,16
1844,195000.0,957,1090.0,1,1.0,118,21
2134,505000.0,1115,1115.0,3,1.5,113,21
1902,87000.0,2437,,2,2.5,4,12
2127,470000.0,1445,,2,2.0,32,6
3865,379900.0,677,,1,1.0,42,6
2108,1050000.0,1262,,2,2.0,118,16
2356,249000.0,552,552.0,1,1.0,55,8
2144,745000.0,1406,,2,2.0,2,27
2557,352000.0,1518,,2,2.5,30,30
1720,125000.0,918,1328.0,2,1.5,29,8
2143,346000.0,885,885.0,1,1.0,144,41
1880,220000.0,912,,2,1.5,30,16
2115,396000.0,1000,977.0,2,1.5,128,27
2127,1575000.0,2627,,3,2.5,34,21
1915,523900.0,675,,1,1.0,51,20
2124,213000.0,710,710.0,2,1.0,113,47
2631,240000.0,1116,,2,2.0,15,47
2446,580000.0,1008,,2,1.5,12,22
2118,1300000.0,1780,,2,2.5,30,36
2129,938000.0,1144,10002.0,3,1.5,12,27
1970,255000.0,2500,7503.0,4,2.5,2,89
2375,125000.0,2034,10018.0,3,2.5,13,20
2115,663000.0,375,,0,1.0,33,10
1960,176900.0,831,,1,1.0,168,18
2338,225000.0,2100,,2,2.5,12,17
1824,214500.0,1210,0.0,2,2.0,11,42
2916,259000.0,1115,,2,2.0,33,34
1604,120000.0,610,,1,1.0,98,26
1826,252000.0,926,,2,1.0,138,26
1902,81000.0,834,,2,1.5,37,18
1420,85000.0,1506,,3,2.5,128,27
1581,550000.0,486,,1,1.0,88,33
2139,520000.0,1892,100.0,3,1.5,30,33
2021,187000.0,1415,,2,2.0,10,42
2601,130000.0,856,,2,1.5,54,58
2760,343000.0,2100,522720.0,1,3.0,31,27
1832,123000.0,668,,1,1.0,56,7
2171,374000.0,952,,2,2.0,0,6
2446,533000.0,2015,,3,3.0,118,21
1880,390000.0,2015,,3,3.0,118,19
2143,945000.0,1377,5000.0,2,1.0,118,12
1860,376966.0,1007,,2,2.0,103,7
2139,960000.0,604,4500.0,1,1.0,98,26
2720,134900.0,1148,4500.0,3,1.5,98,21
1863,110000.0,1293,4500.0,2,1.5,98,21
1826,159600.0,1060,,2,2.0,38,21
2127,899000.0,790,,2,1.0,129,62
2155,769000.0,1704,,2,2.5,9,20
1824,269900.0,625,625.0,1,1.0,53,21
1826,184900.0,2691,,3,3.5,2,27
1760,264500.0,1088,,2,1.0,2,19
2135,420000.0,1910,,4,2.5,13,6
1721,269000.0,1375,,2,1.5,13,29
1852,110000.0,1195,,2,2.0,12,26
2109,870000.0,1550,1550.0,3,2.0,143,16
1970,190000.0,768,0.0,1,1.0,98,35
2145,315000.0,642,,1,1.0,42,34
2139,861000.0,640,,1,1.0,11,7
2780,99900.0,902,,2,1.0,47,19
2116,459000.0,2138,6450.0,3,3.0,5,7
2135,320100.0,700,,1,1.0,31,17
2127,510000.0,1116,,2,2.0,14,47
2021,402200.0,2101,,3,2.5,31,76
2110,780000.0,866,,2,2.0,128,35
1913,120000.0,1159,1159.0,3,1.5,98,39
1845,375000.0,898,,2,2.5,118,19
2129,465000.0,1007,,2,2.0,118,19
2038,205000.0,842,,2,1.0,103,32
1510,407000.0,1003,1003.0,2,1.0,98,95
2143,535000.0,960,,2,1.0,90,22
2114,430000.0,1200,,2,1.0,53,5
2458,815000.0,1350,43560.0,2,1.5,168,30
2780,396300.0,1160,,2,1.0,168,38
2478,535000.0,910,910.0,2,2.0,32,8
6088,183500.0,1087,6750.0,1,1.0,108,6
2127,561000.0,702,702.0,1,1.0,31,31
2130,239091.0,962,962.0,2,1.0,129,28
1801,419000.0,657,,1,1.0,32,7
2116,1050000.0,958,,2,2.0,30,18
1906,407000.0,1535,,3,2.0,93,33
1863,173173.0,696,,1,1.0,47,29
1923,609000.0,972,,2,1.0,33,6
2458,800000.0,1012,,3,2.0,113,8
2124,815000.0,1445,,2,2.0,31,27
2116,2065000.0,1080,,2,1.5,25,3
1879,195000.0,998,,1,1.5,98,18
1778,775000.0,1240,,2,1.5,33,22
2125,427500.0,2101,,2,2.0,168,87
2176,600000.0,1113,5980.0,2,1.0,96,15
2116,2950000.0,884,,2,1.0,38,27
2474,510000.0,888,,2,1.0,50,10
2128,560000.0,555,,0,1.0,119,21
1520,281000.0,2290,,3,2.5,13,4
2453,332000.0,1015,,2,1.5,28,12
2631,121500.0,2420,,2,2.5,8,32
2072,94900.0,880,,2,1.0,33,28
1721,375900.0,2275,,2,2.5,41,22
1863,130000.0,920,,2,1.0,46,14
1923,168000.0,1790,153767.0,2,2.5,15,48
1907,307500.0,922,,2,1.5,30,24
2472,800000.0,648,648.0,1,1.0,128,25
1721,521000.0,1060,,2,1.0,150,200
2118,1300000.0,1500,,2,2.0,33,39
1835,207000.0,910,,2,2.0,37,19
2135,590000.0,1102,,2,2.0,29,15
2130,282500.0,2750,,3,3.5,2,26
2062,324500.0,1726,21344.0,3,2.5,15,2
2113,588000.0,1745,,2,2.5,2,60
2143,710000.0,655,15928.0,1,1.0,88,14
1501,108000.0,842,,2,2.0,102,7
1952,317400.0,1455,1455.0,2,2.5,128,7
2360,118000.0,667,667.0,1,1.0,128,8
2148,219000.0,2470,0.0,3,2.0,16,47
2703,205000.0,712,,1,1.0,128,1
2118,419000.0,758,,2,1.0,63,20
1463,165000.0,1161,,2,2.0,2,35
2134,295000.0,903,,2,1.0,48,8
1701,478475.0,1100,5000.0,2,2.0,2,14
1503,397000.0,720,,1,1.0,38,13
2045,429900.0,1174,,2,1.0,93,37
1824,219900.0,1138,,2,1.5,33,20
2116,1830000.0,464,464.0,1,1.0,98,31
2476,471000.0,1180,,2,1.5,33,10
2048,460000.0,1420,,3,1.5,32,9
2370,198000.0,828,,1,1.5,49,12
2116,474250.0,865,865.0,2,1.0,138,16
2170,295000.0,1700,,2,3.5,32,63
2127,400000.0,2096,,3,2.5,13,42
2474,530000.0,2310,,2,2.5,5,17
2035,173500.0,1010,,2,1.0,67,29
1720,139000.0,2196,,2,2.5,19,21
1852,285000.0,1072,,2,1.5,32,21
1854,175000.0,1092,,2,1.5,10,16
1604,117000.0,2071,,3,2.5,36,19
1834,289000.0,601,601.0,2,1.0,118,7
2303,128000.0,980,,2,1.5,30,18
2467,1300000.0,480,,0,1.0,49,8
2639,119000.0,1066,,2,1.0,98,18
2474,799000.0,1200,,2,2.0,29,17
2125,415000.0,1290,,2,2.0,3,22
2169,308000.0,1810,,3,2.5,2,28
1721,396000.0,1328,,2,2.5,15,3
1583,78000.0,592,,1,1.0,35,27
2780,100000.0,1600,,3,2.5,145,7
2171,600000.0,1172,,2,2.0,32,12
2111,1365000.0,761,,1,1.0,47,5
2359,358500.0,421,,1,1.0,93,21
2139,780000.0,1786,,3,2.0,148,28
2474,600000.0,1700,,3,3.0,101,8
2138,615000.0,1890,0.0,2,2.5,31,11
2150,292500.0,680,,1,1.0,138,42
2169,307500.0,667,667.0,1,1.0,143,16
2127,900000.0,2772,9420.0,3,2.5,128,14
2446,1554500.0,1887,,2,2.5,118,21
2138,658800.0,1805,,2,2.5,20,37
2116,8875000.0,1420,10018.0,3,2.5,106,19
2132,387500.0,722,722.0,1,1.0,138,19
2131,505000.0,1054,,2,1.0,33,9
2141,625000.0,665,,1,1.0,98,16
2171,375000.0,1165,,2,2.0,107,13
2189,128000.0,706,,2,1.0,49,7
2171,240000.0,1286,,2,2.0,36,26
2134,680000.0,1417,1417.0,2,1.5,98,23
1945,207500.0,662,,1,1.0,108,19
2169,525000.0,745,,2,1.0,98,23
1890,499000.0,991,,2,1.0,98,23
1876,260000.0,980,,2,1.0,55,21
2141,579000.0,1089,,2,2.0,128,20
2125,526000.0,1030,,2,1.0,122,798
1983,885000.0,1463,,2,2.5,37,16
1863,340000.0,1259,,3,1.5,118,5
2149,375000.0,1485,,3,2.5,6,19
1905,245000.0,1465,,2,2.0,10,15
2118,2575000.0,472,661.0,1,1.0,113,22
2459,1370000.0,850,850.0,2,2.0,158,21
1778,700000.0,777,,2,1.0,168,5
1604,220000.0,1054,,2,1.0,32,19
2093,235000.0,1492,,3,2.5,12,25
2453,620000.0,1318,,2,1.5,30,20
2131,482500.0,1945,,3,2.5,11,25
2189,309000.0,579,,1,1.0,49,28
2143,555000.0,1010,,3,1.0,118,36
1915,242000.0,1645,,2,1.5,22,26
2141,640000.0,1190,1190.0,2,1.5,73,23
1824,220000.0,1381,,2,1.5,3,26
1907,472000.0,1929,7500.0,3,2.0,98,33
2116,1030000.0,926,42109.0,2,1.0,44,43
3044,225000.0,685,,1,1.0,45,19
2138,970000.0,1020,,2,1.0,118,15
2130,506000.0,1708,,2,1.5,40,19
1923,156000.0,1024,,2,1.5,45,28
2035,164900.0,1200,1200.0,2,2.0,128,15
2474,515000.0,2007,,2,2.0,26,36
1540,157000.0,3099,,3,3.0,29,5
1876,361400.0,670,,1,1.0,45,17
1569,192000.0,1020,,2,1.0,45,18
2116,1180000.0,1682,,2,2.0,26,20
2135,419000.0,430,,0,1.0,49,63
1748,280500.0,1688,,2,2.5,13,22
1902,215000.0,1424,,3,1.5,98,8
2108,465000.0,767,767.0,1,1.0,54,60
2148,354500.0,736,75188.0,2,1.0,48,20
2359,370000.0,1680,,3,2.0,44,22
2127,606000.0,922,,2,1.5,48,23
2128,339000.0,1850,,3,2.5,13,36
1940,999000.0,1300,,4,1.5,44,20
2053,260000.0,1184,0.0,2,1.5,30,20
2135,466364.0,1031,,2,1.0,118,24
1532,330000.0,1962,,3,2.0,28,31
2188,147500.0,685,,1,1.0,45,29
1945,352500.0,1040,,3,2.0,12,38
1590,279900.0,785,,1,1.0,33,41
2135,335000.0,1073,,2,2.0,12,14
2332,335000.0,1438,,3,2.5,38,4
2118,540000.0,1340,,2,2.0,16,23
2021,545000.0,2083,6633.0,3,2.5,2,20
2155,739900.0,704,,1,1.0,128,54
1760,208000.0,750,,1,1.0,37,22
2121,458000.0,1054,,2,1.0,33,7
1604,146000.0,885,,2,1.0,35,35
2127,963500.0,2201,,2,2.5,13,28
2130,410000.0,1104,,3,1.0,118,26
1760,610500.0,380,380.0,0,1.0,108,15
2139,768000.0,1600,,3,3.0,32,22
1966,425000.0,1024,1024.0,2,2.0,158,18
2571,165000.0,1204,,2,1.5,32,17
1602,120000.0,1648,,2,2.5,34,19
2138,2575000.0,1368,,2,2.0,12,10
2364,250000.0,765,765.0,1,1.0,15,8
2134,350000.0,1345,,2,2.5,148,61
1949,243000.0,290,290.0,1,1.0,88,22
2145,705000.0,425,,0,1.0,88,43
1453,43000.0,738,,1,1.0,72,10
2130,646000.0,850,,2,1.0,50,4
2093,255000.0,1090,,2,2.0,31,11
3060,259900.0,1024,,2,1.5,32,21
2771,399000.0,1188,,2,1.5,33,19
1854,216000.0,522,,0,1.0,105,20
2760,265000.0,811,811.0,2,1.0,93,15
2368,240000.0,724,,1,1.0,47,19
2118,565000.0,590,590.0,1,1.0,17,19
2446,1288000.0,1152,,2,1.5,32,3
2445,1452700.0,1308,,2,1.5,118,19
1752,76000.0,1009,,2,1.0,33,22
1852,125000.0,1320,0.0,2,1.5,30,25
1609,270000.0,980,,2,2.0,16,10
1960,137000.0,669,669.0,1,1.0,31,6
1702,187000.0,925,,2,1.0,118,23
2143,603000.0,2322,,3,3.5,25,18
1420,189000.0,2083,6633.0,3,2.5,2,16
1534,426000.0,694,,2,1.0,28,16
2081,265000.0,1146,,2,2.0,13,2
3079,230000.0,1672,1672.0,3,3.0,148,14
2119,330000.0,1900,4416.0,3,3.5,108,119
2135,492000.0,912,,2,1.0,98,20
2149,318000.0,1656,,2,1.5,31,63
2141,660000.0,658,,1,1.0,11,15
2130,799000.0,1260,,2,2.0,113,33
1778,326000.0,1796,,2,1.5,40,13
2476,580000.0,855,,2,2.0,153,5
2135,849000.0,2708,7500.0,3,2.5,14,23
2019,318000.0,1018,,2,1.5,47,31
2072,260000.0,2424,,3,3.0,30,14
